family_id,family_name,hypothesis_class,rule_summary,parameter_json
FAM_0042,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0042,overextension_snapback,"overextension_snapback using range_breakout, confirmed by rsi_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'long_only', 'lookback': 30, 'stop_atr': 1.4, 'tp_r': 2.0, 'trail_atr': 1.3, 'time_stop_bars': 40, 'rsi_len': 7, 'rsi_band': 35, 'ema_fast': 12, 'ema_slow': 55, 'throttle_bars': 8, 'risk_per_trade': 0.001, 'volatility_window': 30}"
FAM_0043,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0043,overextension_snapback,"overextension_snapback using range_breakout, confirmed by ema_alignment, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'ema_alignment', 'position_mode': 'long_short', 'lookback': 12, 'stop_atr': 0.9, 'tp_r': 1.5, 'trail_atr': 1.3, 'time_stop_bars': 60, 'rsi_len': 9, 'rsi_band': 30, 'ema_fast': 21, 'ema_slow': 34, 'throttle_bars': 3, 'risk_per_trade': 0.002, 'volatility_window': 30}"
FAM_0044,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0044,overextension_snapback,"overextension_snapback using range_breakout, confirmed by atr_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'atr_filter', 'position_mode': 'long_short', 'lookback': 12, 'stop_atr': 1.8, 'tp_r': 1.0, 'trail_atr': 0.7, 'time_stop_bars': 15, 'rsi_len': 9, 'rsi_band': 70, 'ema_fast': 21, 'ema_slow': 55, 'throttle_bars': 3, 'risk_per_trade': 0.001, 'volatility_window': 20}"
FAM_0045,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0045,overextension_snapback,"overextension_snapback using range_breakout, confirmed by vwap_distance, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'vwap_distance', 'position_mode': 'long_only', 'lookback': 16, 'stop_atr': 1.1, 'tp_r': 1.0, 'trail_atr': 0.7, 'time_stop_bars': 40, 'rsi_len': 9, 'rsi_band': 30, 'ema_fast': 21, 'ema_slow': 34, 'throttle_bars': 8, 'risk_per_trade': 0.001, 'volatility_window': 20}"
FAM_0046,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0046,overextension_snapback,"overextension_snapback using range_breakout, confirmed by range_percentile, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'range_percentile', 'position_mode': 'long_only', 'lookback': 16, 'stop_atr': 0.9, 'tp_r': 2.0, 'trail_atr': 1.6, 'time_stop_bars': 60, 'rsi_len': 9, 'rsi_band': 30, 'ema_fast': 8, 'ema_slow': 34, 'throttle_bars': 13, 'risk_per_trade': 0.002, 'volatility_window': 30}"
FAM_0047,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0047,overextension_snapback,"overextension_snapback using range_breakout, confirmed by session_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'session_filter', 'position_mode': 'short_only', 'lookback': 16, 'stop_atr': 0.9, 'tp_r': 1.5, 'trail_atr': 1.0, 'time_stop_bars': 15, 'rsi_len': 14, 'rsi_band': 65, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 13, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0048,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0048,overextension_snapback,"overextension_snapback using range_breakout, confirmed by rsi_filter, gated by downtrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'downtrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'long_only', 'lookback': 12, 'stop_atr': 0.9, 'tp_r': 2.0, 'trail_atr': 1.6, 'time_stop_bars': 40, 'rsi_len': 7, 'rsi_band': 65, 'ema_fast': 21, 'ema_slow': 55, 'throttle_bars': 8, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0049,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0049,compression_expansion_breakout,"compression_expansion_breakout using range_breakout, confirmed by rsi_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'short_only', 'lookback': 20, 'stop_atr': 1.4, 'tp_r': 1.0, 'trail_atr': 1.6, 'time_stop_bars': 15, 'rsi_len': 9, 'rsi_band': 25, 'ema_fast': 21, 'ema_slow': 55, 'throttle_bars': 5, 'risk_per_trade': 0.002, 'volatility_window': 30}"
FAM_0050,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0050,compression_expansion_breakout,"compression_expansion_breakout using range_breakout, confirmed by ema_alignment, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'ema_alignment', 'position_mode': 'short_only', 'lookback': 16, 'stop_atr': 0.9, 'tp_r': 2.0, 'trail_atr': 0.7, 'time_stop_bars': 40, 'rsi_len': 9, 'rsi_band': 70, 'ema_fast': 8, 'ema_slow': 89, 'throttle_bars': 3, 'risk_per_trade': 0.001, 'volatility_window': 50}"
FAM_0051,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0051,compression_expansion_breakout,"compression_expansion_breakout using range_breakout, confirmed by atr_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'atr_filter', 'position_mode': 'short_only', 'lookback': 16, 'stop_atr': 0.7, 'tp_r': 1.0, 'trail_atr': 1.6, 'time_stop_bars': 25, 'rsi_len': 9, 'rsi_band': 25, 'ema_fast': 12, 'ema_slow': 89, 'throttle_bars': 2, 'risk_per_trade': 0.002, 'volatility_window': 50}"
FAM_0052,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0052,compression_expansion_breakout,"compression_expansion_breakout using range_breakout, confirmed by vwap_distance, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'vwap_distance', 'position_mode': 'long_only', 'lookback': 12, 'stop_atr': 1.1, 'tp_r': 1.0, 'trail_atr': 1.3, 'time_stop_bars': 15, 'rsi_len': 14, 'rsi_band': 30, 'ema_fast': 8, 'ema_slow': 34, 'throttle_bars': 3, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0053,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0053,compression_expansion_breakout,"compression_expansion_breakout using range_breakout, confirmed by range_percentile, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'range_percentile', 'position_mode': 'short_only', 'lookback': 12, 'stop_atr': 0.9, 'tp_r': 2.0, 'trail_atr': 1.3, 'time_stop_bars': 25, 'rsi_len': 14, 'rsi_band': 70, 'ema_fast': 12, 'ema_slow': 89, 'throttle_bars': 3, 'risk_per_trade': 0.001, 'volatility_window': 30}"
FAM_0054,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0054,compression_expansion_breakout,"compression_expansion_breakout using range_breakout, confirmed by session_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'session_filter', 'position_mode': 'short_only', 'lookback': 30, 'stop_atr': 0.7, 'tp_r': 1.5, 'trail_atr': 1.0, 'time_stop_bars': 60, 'rsi_len': 9, 'rsi_band': 75, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 13, 'risk_per_trade': 0.002, 'volatility_window': 50}"
FAM_0055,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0055,compression_expansion_breakout,"compression_expansion_breakout using range_breakout, confirmed by rsi_filter, gated by downtrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'downtrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'long_only', 'lookback': 12, 'stop_atr': 1.4, 'tp_r': 0.8, 'trail_atr': 1.3, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 25, 'ema_fast': 12, 'ema_slow': 55, 'throttle_bars': 2, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0056,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0056,session_open_impulse,"session_open_impulse using range_breakout, confirmed by rsi_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'long_short', 'lookback': 20, 'stop_atr': 1.4, 'tp_r': 1.5, 'trail_atr': 0.7, 'time_stop_bars': 25, 'rsi_len': 7, 'rsi_band': 35, 'ema_fast': 8, 'ema_slow': 55, 'throttle_bars': 3, 'risk_per_trade': 0.001, 'volatility_window': 50}"
FAM_0057,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0057,session_open_impulse,"session_open_impulse using range_breakout, confirmed by ema_alignment, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'ema_alignment', 'position_mode': 'short_only', 'lookback': 8, 'stop_atr': 1.1, 'tp_r': 1.5, 'trail_atr': 1.6, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 30, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 8, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0058,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0058,session_open_impulse,"session_open_impulse using range_breakout, confirmed by atr_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'atr_filter', 'position_mode': 'short_only', 'lookback': 12, 'stop_atr': 1.1, 'tp_r': 0.8, 'trail_atr': 1.3, 'time_stop_bars': 40, 'rsi_len': 7, 'rsi_band': 35, 'ema_fast': 21, 'ema_slow': 55, 'throttle_bars': 2, 'risk_per_trade': 0.002, 'volatility_window': 50}"
FAM_0059,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0059,session_open_impulse,"session_open_impulse using range_breakout, confirmed by vwap_distance, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'vwap_distance', 'position_mode': 'short_only', 'lookback': 12, 'stop_atr': 1.4, 'tp_r': 0.8, 'trail_atr': 1.0, 'time_stop_bars': 40, 'rsi_len': 14, 'rsi_band': 30, 'ema_fast': 12, 'ema_slow': 55, 'throttle_bars': 13, 'risk_per_trade': 0.001, 'volatility_window': 30}"
FAM_0060,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0060,session_open_impulse,"session_open_impulse using range_breakout, confirmed by range_percentile, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'range_percentile', 'position_mode': 'short_only', 'lookback': 12, 'stop_atr': 0.7, 'tp_r': 0.8, 'trail_atr': 0.7, 'time_stop_bars': 15, 'rsi_len': 14, 'rsi_band': 25, 'ema_fast': 21, 'ema_slow': 34, 'throttle_bars': 5, 'risk_per_trade': 0.001, 'volatility_window': 50}"
FAM_0061,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0061,session_open_impulse,"session_open_impulse using range_breakout, confirmed by session_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'session_filter', 'position_mode': 'short_only', 'lookback': 20, 'stop_atr': 0.9, 'tp_r': 1.5, 'trail_atr': 1.3, 'time_stop_bars': 15, 'rsi_len': 14, 'rsi_band': 25, 'ema_fast': 21, 'ema_slow': 55, 'throttle_bars': 13, 'risk_per_trade': 0.001, 'volatility_window': 30}"
FAM_0062,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0062,session_open_impulse,"session_open_impulse using range_breakout, confirmed by rsi_filter, gated by downtrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'downtrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'short_only', 'lookback': 30, 'stop_atr': 1.4, 'tp_r': 1.0, 'trail_atr': 1.3, 'time_stop_bars': 40, 'rsi_len': 9, 'rsi_band': 65, 'ema_fast': 21, 'ema_slow': 34, 'throttle_bars': 8, 'risk_per_trade': 0.001, 'volatility_window': 50}"
FAM_0063,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0063,trend_reentry_scalp,"trend_reentry_scalp using range_breakout, confirmed by rsi_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'short_only', 'lookback': 30, 'stop_atr': 0.7, 'tp_r': 1.2, 'trail_atr': 1.0, 'time_stop_bars': 40, 'rsi_len': 14, 'rsi_band': 70, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 8, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0064,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0064,trend_reentry_scalp,"trend_reentry_scalp using range_breakout, confirmed by ema_alignment, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'ema_alignment', 'position_mode': 'short_only', 'lookback': 16, 'stop_atr': 1.8, 'tp_r': 1.2, 'trail_atr': 0.7, 'time_stop_bars': 15, 'rsi_len': 14, 'rsi_band': 65, 'ema_fast': 21, 'ema_slow': 55, 'throttle_bars': 5, 'risk_per_trade': 0.001, 'volatility_window': 30}"
FAM_0065,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0065,trend_reentry_scalp,"trend_reentry_scalp using range_breakout, confirmed by atr_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'atr_filter', 'position_mode': 'short_only', 'lookback': 30, 'stop_atr': 0.9, 'tp_r': 0.8, 'trail_atr': 0.7, 'time_stop_bars': 40, 'rsi_len': 7, 'rsi_band': 65, 'ema_fast': 12, 'ema_slow': 55, 'throttle_bars': 8, 'risk_per_trade': 0.002, 'volatility_window': 50}"
FAM_0066,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0066,trend_reentry_scalp,"trend_reentry_scalp using range_breakout, confirmed by vwap_distance, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'vwap_distance', 'position_mode': 'long_short', 'lookback': 30, 'stop_atr': 1.8, 'tp_r': 0.8, 'trail_atr': 1.3, 'time_stop_bars': 40, 'rsi_len': 14, 'rsi_band': 65, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 3, 'risk_per_trade': 0.003, 'volatility_window': 50}"
FAM_0067,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0067,trend_reentry_scalp,"trend_reentry_scalp using range_breakout, confirmed by range_percentile, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'range_percentile', 'position_mode': 'short_only', 'lookback': 12, 'stop_atr': 1.1, 'tp_r': 0.8, 'trail_atr': 1.3, 'time_stop_bars': 25, 'rsi_len': 7, 'rsi_band': 25, 'ema_fast': 21, 'ema_slow': 34, 'throttle_bars': 3, 'risk_per_trade': 0.001, 'volatility_window': 20}"
FAM_0068,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0068,trend_reentry_scalp,"trend_reentry_scalp using range_breakout, confirmed by session_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'session_filter', 'position_mode': 'long_only', 'lookback': 12, 'stop_atr': 1.8, 'tp_r': 2.0, 'trail_atr': 0.7, 'time_stop_bars': 25, 'rsi_len': 9, 'rsi_band': 25, 'ema_fast': 12, 'ema_slow': 55, 'throttle_bars': 2, 'risk_per_trade': 0.003, 'volatility_window': 20}"
FAM_0069,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0069,trend_reentry_scalp,"trend_reentry_scalp using range_breakout, confirmed by rsi_filter, gated by downtrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'downtrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'long_short', 'lookback': 12, 'stop_atr': 1.1, 'tp_r': 1.2, 'trail_atr': 1.0, 'time_stop_bars': 40, 'rsi_len': 14, 'rsi_band': 75, 'ema_fast': 8, 'ema_slow': 89, 'throttle_bars': 8, 'risk_per_trade': 0.003, 'volatility_window': 20}"
FAM_0070,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0070,liquidity_sweep_reclaim,"liquidity_sweep_reclaim using range_breakout, confirmed by rsi_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'long_only', 'lookback': 20, 'stop_atr': 1.4, 'tp_r': 1.2, 'trail_atr': 1.3, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 35, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 13, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0071,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0071,liquidity_sweep_reclaim,"liquidity_sweep_reclaim using range_breakout, confirmed by ema_alignment, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'ema_alignment', 'position_mode': 'short_only', 'lookback': 8, 'stop_atr': 0.9, 'tp_r': 2.0, 'trail_atr': 1.0, 'time_stop_bars': 40, 'rsi_len': 9, 'rsi_band': 75, 'ema_fast': 8, 'ema_slow': 55, 'throttle_bars': 2, 'risk_per_trade': 0.001, 'volatility_window': 50}"
FAM_0072,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0072,liquidity_sweep_reclaim,"liquidity_sweep_reclaim using range_breakout, confirmed by atr_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'atr_filter', 'position_mode': 'long_short', 'lookback': 8, 'stop_atr': 1.1, 'tp_r': 1.0, 'trail_atr': 0.7, 'time_stop_bars': 40, 'rsi_len': 7, 'rsi_band': 75, 'ema_fast': 12, 'ema_slow': 89, 'throttle_bars': 5, 'risk_per_trade': 0.002, 'volatility_window': 50}"
FAM_0073,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0073,liquidity_sweep_reclaim,"liquidity_sweep_reclaim using range_breakout, confirmed by vwap_distance, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'vwap_distance', 'position_mode': 'long_only', 'lookback': 20, 'stop_atr': 0.7, 'tp_r': 1.5, 'trail_atr': 0.7, 'time_stop_bars': 60, 'rsi_len': 9, 'rsi_band': 65, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 5, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0074,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0074,liquidity_sweep_reclaim,"liquidity_sweep_reclaim using range_breakout, confirmed by range_percentile, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'range_percentile', 'position_mode': 'long_only', 'lookback': 30, 'stop_atr': 1.4, 'tp_r': 0.8, 'trail_atr': 1.6, 'time_stop_bars': 25, 'rsi_len': 14, 'rsi_band': 65, 'ema_fast': 8, 'ema_slow': 34, 'throttle_bars': 5, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0075,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0075,liquidity_sweep_reclaim,"liquidity_sweep_reclaim using range_breakout, confirmed by session_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'session_filter', 'position_mode': 'short_only', 'lookback': 12, 'stop_atr': 0.9, 'tp_r': 2.0, 'trail_atr': 1.3, 'time_stop_bars': 25, 'rsi_len': 14, 'rsi_band': 65, 'ema_fast': 8, 'ema_slow': 89, 'throttle_bars': 5, 'risk_per_trade': 0.001, 'volatility_window': 50}"
FAM_0076,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0076,volatility_regime_adaptive,"volatility_regime_adaptive using range_breakout, confirmed by rsi_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'long_only', 'lookback': 12, 'stop_atr': 1.8, 'tp_r': 0.8, 'trail_atr': 1.3, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 70, 'ema_fast': 12, 'ema_slow': 55, 'throttle_bars': 2, 'risk_per_trade': 0.002, 'volatility_window': 30}"
FAM_0077,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0077,volatility_regime_adaptive,"volatility_regime_adaptive using range_breakout, confirmed by ema_alignment, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'ema_alignment', 'position_mode': 'short_only', 'lookback': 16, 'stop_atr': 1.4, 'tp_r': 1.0, 'trail_atr': 1.0, 'time_stop_bars': 15, 'rsi_len': 9, 'rsi_band': 70, 'ema_fast': 8, 'ema_slow': 34, 'throttle_bars': 3, 'risk_per_trade': 0.003, 'volatility_window': 20}"
FAM_0078,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0078,volatility_regime_adaptive,"volatility_regime_adaptive using range_breakout, confirmed by atr_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'atr_filter', 'position_mode': 'long_only', 'lookback': 30, 'stop_atr': 1.8, 'tp_r': 1.2, 'trail_atr': 1.0, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 30, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 5, 'risk_per_trade': 0.003, 'volatility_window': 20}"
FAM_0079,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0079,volatility_regime_adaptive,"volatility_regime_adaptive using range_breakout, confirmed by vwap_distance, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'vwap_distance', 'position_mode': 'long_short', 'lookback': 12, 'stop_atr': 1.4, 'tp_r': 0.8, 'trail_atr': 1.0, 'time_stop_bars': 40, 'rsi_len': 14, 'rsi_band': 70, 'ema_fast': 12, 'ema_slow': 89, 'throttle_bars': 3, 'risk_per_trade': 0.003, 'volatility_window': 20}"
FAM_0080,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0080,volatility_regime_adaptive,"volatility_regime_adaptive using range_breakout, confirmed by range_percentile, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'range_percentile', 'position_mode': 'short_only', 'lookback': 12, 'stop_atr': 0.9, 'tp_r': 1.2, 'trail_atr': 1.6, 'time_stop_bars': 25, 'rsi_len': 14, 'rsi_band': 65, 'ema_fast': 8, 'ema_slow': 55, 'throttle_bars': 2, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0081,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0081,volatility_regime_adaptive,"volatility_regime_adaptive using range_breakout, confirmed by session_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'session_filter', 'position_mode': 'long_short', 'lookback': 8, 'stop_atr': 1.8, 'tp_r': 1.5, 'trail_atr': 0.7, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 35, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 5, 'risk_per_trade': 0.001, 'volatility_window': 30}"
FAM_0082,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0082,hybrid_continuation_fade,"hybrid_continuation_fade using range_breakout, confirmed by rsi_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'long_only', 'lookback': 12, 'stop_atr': 1.4, 'tp_r': 1.5, 'trail_atr': 0.7, 'time_stop_bars': 25, 'rsi_len': 14, 'rsi_band': 35, 'ema_fast': 21, 'ema_slow': 89, 'throttle_bars': 2, 'risk_per_trade': 0.001, 'volatility_window': 50}"
